34,4,野球のメジャーリーグシーズン最多安打記録を持っている選手は次のうち誰でしょうか？,イチロー,ピート・ローズ,ジョージ・シスラー,新庄剛志
35,4,歴代最長世界ランキング1位、数々の記録を塗り替えてきたスイス出身のテニス選手は次のうち誰でしょうか？,ロジャー・フェデラー,ラファエル・ナダル,アンドレ・アガシ,ノバク・ジョコビッチ
36,4,バレーボールで、連続で得点しないとセットを獲得できない状態は？,デュース,延長戦,タイブレーク,ダブル・ダブル
37,4,無敗でクラシック三冠を制し、「皇帝」と呼ばれた名馬は次のうちどの馬でしょうか？,シンボリルドルフ,シンボリクリスエス,ナリタブライアン,トウカイテイオー
38,4,女子スキージャンプで最多の優勝回数を誇り、飛び級で大学に入学した選手は次のうち誰でしょうか？,高梨沙羅,浅田舞,サラ・ヘンドリクソン,不動裕理
39,4,メジャーリーグで近年導入された、7日から15日の短期故障者リストの対象疾患は次のうちどれでしょうか？,脳震盪,ぎっくり腰,肝硬変,寝違え
40,4,足を意味する単位で、NFL等、アメリカのスポーツで用いられる「フィート」は1あたり何cm?,30.48cm,26.5cm,40.853cm,20cm
41,4,スポーツ選手や体作りをする時によく摂取される「プロテイン」は次のうち何でしょうか？,タンパク質,コラーゲン,アミノ酸,糖質
42,4,日本サッカーの最高峰リーグ「J1リーグ」は何チームが所属している？,18チーム,12チーム,24チーム,20チーム
43,4,野球で「完投」の記録が付く、両チーム反則無しの最小の投球数は何球？,25球,24球,27球,20球
44,4,女子レスリングで、世界大会16連覇、個人戦200連勝を達成し、国民栄誉賞を受賞した選手は次のうち誰でしょうか？,吉田沙保里,浜口京子,谷亮子,伊調馨
45,4,NFLの頂点を決める試合の名前は次のうちどれでしょうか？,スーパーボウル,プロボウル,クライマックスシリーズ,ラストゲーム
46,4,ロードレース世界選手権とF1、両方でチャンピオンを獲得したことのある人物といえば？,ジョン・サーティス,エディ・ローソン,ミハエル・シューマッハ,フレディ・スペンサー
47,4,男子ワールドカップで、最多の優勝回数を誇る国は次のうちどの国でしょうか？,ブラジル,ドイツ,イタリア,アルゼンチン
48,4,男子ゴルフで、世界一位の期間が最も長い選手は次のうち誰でしょうか？,タイガー・ウッズ,ジャック・ニクラス,タイロン・ウッズ,石川遼
49,4,F1において、歴代最多の勝利を記録しているのは次のうち誰でしょうか？,ミハエル・シューマッハ,アイルトン・セナ,ルーベンス・バリチェロ,キミ・ライコネン
50,4,マラソンで、史上初の2時間2分秒台を出した、現世界記録保持者は次のうち誰でしょうか？,デニス・キメット,高岡寿成	,エリック・ワイナイナ,アベベ・ビキラ
