108,2,1,がかのベレー,かぶると何時間でも絵を書き続けることが出来るそうだ。,1,600,1,10,20,0,0,0,0,0,0,0,0,0,0,Pet_art_petHairAcce
109,2,1,オリーブのかんむり,被るとスポーツに愛されるようになる冠。,1,600,1,11,20,0,0,0,0,0,0,0,0,0,0,Pet_sport_petHairAcce
110,10,1,かがくしゃモノクル,かけると頭がよくなった気がするモノクル。,1,600,1,12,20,0,0,0,0,0,0,0,0,0,0,Pet_science_petEyeAcce
111,2,1,がくじゅつぼうし,数々の学問を修めたもののみがかぶることを許される帽子。,1,600,1,13,20,0,0,0,0,0,0,0,0,0,0,Pet_zatugaku_petHairAcce
112,2,1,セレブのおうかん,大富豪のみが被ることのできる純金の王冠。,1,3000,5,16,5000,0,0,0,0,0,0,0,0,0,0,Pet_gold_10000_man_petHairAcce
113,2,1,ちしきのかんむり,記憶力に優れた人だけが頭に載せることが出来る冠。,1,600,1,15,10,0,0,0,0,0,0,0,0,0,0,Pet_spell_100_petHairAcce
114,2,1,まるばつヘアビン,◯と×があしらわれた、大きなヘアピン。,1,600,1,14,10,0,0,0,0,0,0,0,0,0,0,Pet_tic_100_man_petHairAcce
201,3,1,ふだんのふく♂,ふだんどおりのふく,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Pet_default_man_petCloth
202,3,1,ふだんのふく♀,ふだんどおりのふく,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Pet_default_woman_petCloth
203,3,1,ようちえんのふく,おはよ～ございます！,2,200,1,2,2,0,0,0,0,0,0,0,0,0,0,Pet_rank_2_petCloth
204,3,1,ファラオのふく,古代エジプトの王が着用していたと言われる装飾品。,1,1000,2,8,30,0,0,0,0,0,0,0,0,0,0,Pet_history_petCloth
205,3,1,レンジャーのふく,世界を渡り歩くためのアイテムが詰まった服。,1,1000,2,9,30,0,0,0,0,0,0,0,0,0,0,Pet_geography_petCloth
206,3,1,げいじゅつスモック,美的センスが上がる、芸術家垂涎のスモック。,1,1000,2,10,30,0,0,0,0,0,0,0,0,0,0,Pet_art_petCloth
207,3,1,かがやくきんメダル,数多のスポーツを極めたもののみ掛けることが出来る金メダル。,1,1000,2,11,30,0,0,0,0,0,0,0,0,0,0,Pet_sport_petCloth
208,3,1,かがくしゃのはくい,実験に失敗しても汚れ1つ付かない不思議な白衣。,1,1000,2,12,30,0,0,0,0,0,0,0,0,0,0,Pet_science_petCloth
209,3,1,てんさいガウン,主席卒業者のみ着ることが出来るガウン。,1,1000,2,13,30,0,0,0,0,0,0,0,0,0,0,Pet_zatugaku_petCloth
210,3,1,ガクラン,ちゃんとシャツインしている優等生のガクラン。,1,500,1,2,5,0,0,0,0,0,0,0,0,0,0,Pet_rank_5_petCloth
211,3,1,やんきーガクラン,相棒のたまと共に。,1,1000,2,2,8,0,0,0,0,0,0,0,0,0,0,Pet_rank_8_petCloth
212,3,1,とくべつえんびふく,正装中の正装、極めし者のみが着用を許されます。,1,2000,3,2,10,0,0,0,0,0,0,0,0,0,0,Pet_rank_10_petCloth
213,3,1,けんじんのふく,古代ギリシャの賢人が身につけていたらしい服。,1,1000,2,7,20,0,0,0,0,0,0,0,0,0,0,Pet_spell_100_petCloth
214,3,1,きふじんのドレス,最高級の糸で紡がれたドレスに真珠、セレブ御用達扇子の3点セット。,1,4000,6,16,7777,0,0,0,0,0,0,0,0,0,0,Pet_gold_10000_woman_petCloth
215,3,1,おうさまのふく,赤いマントが威厳を感じさせる王の服。,1,4000,6,16,7777,0,0,0,0,0,0,0,0,0,0,Pet_gold_10000_man_petCloth
216,3,1,しょうぶしのわふく,戦うための集中力を高める和服。,1,1000,2,14,20,0,0,0,0,0,0,0,0,0,0,Pet_tic_100_man_petCloth
217,3,1,おじいちゃんのふく,今日もお茶が美味しいのぅ。,1,1000,2,4,2592000,0,0,0,0,0,0,0,0,0,0,Pet_spend_man_petCloth
218,3,1,おばあちゃんのふく,そうですね、あなた。,1,1000,2,4,2592000,0,0,0,0,0,0,0,0,0,0,Pet_spend_woman_petCloth
219,3,1,せんにんのローブ,クイズを極めし仙人が纏うローブ,1,4000,6,7,300,0,0,0,0,0,0,0,0,0,0,Pet_quiz_1000_petCloth
501,6,2,スタミナのつぶ,スタミナを10回復,2,500,0,1,2,10,0,0,0,0,0,0,0,0,0,
502,6,2,スタミナのかけら,スタミナを20回復,2,800,0,1,4,20,0,0,0,0,0,0,0,0,0,
503,6,2,スタミナのかたまり,スタミナを全回復、健康と機嫌が回復する。,1,1000,1,1,7,50,50,50,0,0,0,0,0,0,0,
504,6,2,ねこじゃらし,ねこじゃないのに…たのしい♪機嫌が10UPする。,2,300,0,1,5,0,0,10,0,0,0,0,0,0,0,
505,6,2,カリカリ,お…おいしい！！機嫌が30UP。,2,750,0,1,7,0,0,30,0,0,0,0,0,0,0,
506,6,2,またたび,ね、ねこじゃない…けど…！もっと♪♪機嫌が最高になる。,1,1500,1,1,9,0,0,100,0,0,0,0,0,0,0,
507,6,2,アイマスク,睡眠の快適度が上がる。睡眠が10回復する,2,150,0,1,5,0,0,0,0,10,0,0,0,0,0,
508,6,2,ていはんぱつまくら,ふかふかで包み込まれる。睡眠が30回復する。,2,400,0,1,7,0,0,0,0,30,0,0,0,0,0,
509,6,2,あんみんベッド,寝ることの幸せを追求したベッド。睡眠が最大になる。,1,500,1,1,9,0,0,0,0,100,0,0,0,0,0,
701,8,1,おじいちゃんのひげ,綺麗に整えられた口髭。,1,1000,2,4,4320000,0,0,0,0,0,0,0,0,0,0,Pet_spend_man_petMouth
702,8,1,おうさまのひげ,貫禄溢れる王たるものの髭。,1,3000,5,16,7777,0,0,0,0,0,0,0,0,0,0,Pet_gold_10000_man_petMouth
703,8,1,せんにんのひげ,クイズを解くたびに髭がのびるらしい・・・,1,3000,5,7,250,0,0,0,0,0,0,0,0,0,0,Pet_quiz_1000_petMouth
801,9,1,あにきはだ,ほっぺには勲章。,1,1000,2,2,8,0,0,0,0,0,0,0,0,0,0,Pet_rank_8_petMakeup
802,9,1,おじいちゃんのはだ,ゆったりとした時間の流れを感じる。,1,1000,2,4,2592000,0,0,0,0,0,0,0,0,0,0,Pet_spend_man_petMakeup
803,9,1,おばあちゃんのはだ,ほんわりとした時間の流れを感じる。,1,1000,2,4,2592000,0,0,0,0,0,0,0,0,0,0,Pet_spend_woman_petMakeup
901,12,2,せいなるこな,飲むと即座に性別が変わるという秘伝の薬,1,3000,5,1,0,0,0,0,0,0,0,0,0,0,0,
1001,11,2,かいめいのおふだ,貼ると御札に書いた名前に変更される御札,1,1000,2,1,0,0,0,0,0,0,0,0,0,0,0,
